CorrelationId,longitude,latitude
dd96dcd3-930d-4378-b1d2-f285d7dae683,83.36889,26.76628
10fe78fe-f4db-41cc-84a1-44042a0b0e69,75.37991,25.75728
4ccfb26c-a87b-401a-85dc-718c75fd611c,74.83554,14.62072
5df9d806-4d06-47bc-ba2b-b440059a52ed,82.85749,17.54907
72e68822-584c-4310-a202-b7632a00c507,85.37752,22.10194
c67ed5df-a979-4407-bf03-bc2c75c11a36,71.21169,21.59983
a12d5c67-9d22-402e-ade0-2088a1d74b02,85.37752,22.10194
02462433-91ae-43dc-a8d7-79fd189725f9,74.80555,34.08565
48006cfd-a282-4af9-983a-6a6c7b8409b6,77.54372,10.12268
751cfd31-10aa-4f4a-8255-4c485f7b0904,88.28637,23.07492
12c62475-3e24-4311-940c-deb7e1df1c6a,79.82979,11.93381
06bf282f-8466-4a1d-b089-543bb2169cdf,83.36889,26.76628
939b49b2-1989-4632-aa70-536d001674a4,85.83334,20.88197
3a1159b6-0c5b-4488-9c87-161d3c97dd95,91.00632,26.32293
aabe9db2-dc5c-44b3-97c4-2da4a990dfd6,84.13864,22.88783
62b91bda-5ff7-46db-a478-aa4fa5f8c273,76.35484,10.10649
40e0de05-7c47-4bea-b902-a12b17a97207,81.54855,26.2649
40e0de05-7c47-4bea-b902-a12b17a97207,74.4818,30.21121
40e0de05-7c47-4bea-b902-a12b17a97207,78.23456,28.92694
91316ef4-0f4f-47ca-8c9f-6b73d9282820,76.35484,10.10649
d4b514a4-8cdd-469b-a03f-18d6d6018720,86.51499,23.1959
d4b514a4-8cdd-469b-a03f-18d6d6018720,86.51499,23.1959
6a7f4fa0-2ccc-4494-a6a7-acf0ef00f41c,75.16878,30.81383
cee27797-d357-4c3e-bfc6-5d22c4b0000a,71.57737,21.53889
cee00d6e-34f9-42dd-acc3-075117e4af6f,86.51499,23.1959
ce52ba80-75f1-4b65-ad88-844d812de779,74.85849,31.28092
a39188fc-4195-4aef-9ac8-7e0cd52efb7f,85.83334,20.88197
9c2943e0-258d-4d70-9f7e-134b04e86f09,75.16878,30.81383
a6a9b82c-987a-4a29-88cc-308aae9ecef2,75.96976,15.73628
05dfc54b-b7fb-4290-bcd9-7977eef6c02e,72.68533,22.75218
17be82b9-369c-470b-bced-6bba1fe76b11,74.83554,14.62072
c556ace4-1280-4192-adeb-6654fe801ae7,85.94001,25.49043
02d0f76b-9559-4989-b039-5b323de9bacb,86.68363,23.49668
5a881552-8c25-499e-8153-c9f074d16d30,72.93924,18.87813
75c3b73e-1677-4281-8b93-c40cb4912756,86.59611,25.87498
07c6a579-89c3-422b-ad09-aa7acba6a6aa,75.16878,30.81383
8fea5d44-a12b-4c47-9e20-e0061cc4f602,73.06784,25.13915
de8830b4-5a5f-4538-9e58-b85f8acd26cf,77.23826,11.50526
7b8fe264-c23f-4f5c-84c1-5a74137046d6,86.79271,25.92127
7a913489-0965-46da-b6fc-83802d788c65,76.56719,24.41288
ed320443-d3b2-49ce-803b-622d2fbaac20,79.5286,29.22254
8ebd30ab-c346-4908-af77-a7f97e63c310,76.12647,32.55531
c3c2f1af-5e07-442d-8050-54156d33a6ed,76.32756,9.57046
5d768ab8-7d94-4685-b33b-532653b2ad6d,78.95693,29.21399
dfbf9074-13bd-4f5c-8c1e-ab0714376fe8,71.57737,21.53889
ceb34f69-9276-4c62-946c-820248bd40ac,75.35927,12.04161
6ed7c49a-4e7b-4556-a9e5-52535655cb01,85.83334,20.88197
b59b778b-2372-49a5-b45e-dc015adf1bb1,73.85535,18.51957
7515ba7c-392c-40ee-a7cb-c67ac3394c47,74.83554,14.62072
15382b50-dcd2-4b67-8005-46a3972daea1,74.85849,31.28092
6e7d8936-41fb-468b-800d-3ebb998acc4d,72.68533,22.75218
1fa9c083-55be-4bc9-90ef-f6da9957043b,78.15794,12.1277
285995f4-7f99-4bf4-8f49-64b53932efb0,76.56719,24.41288
dcdc829e-0dc1-43e7-9661-e566a3d5dfea,75.37991,25.75728
34abd9b5-307c-4290-bef0-f37d457225b4,78.14797,15.45144
22231290-56e5-445e-b5ec-6efd21d97be9,75.16878,30.81383
57abac23-e9fa-463d-9f16-1c40ff4f7985,74.4818,30.21121
0d8a1426-8ed2-4141-9502-101888437908,76.03889,18.18158
c814860d-9481-4a63-9c44-aa89a1eba1a0,83.97573,21.46527
ea7b488b-2bac-4201-bc3b-4cb88752fdd8,74.4818,30.21121
11b11695-2c0e-47ae-b143-49b003369eb4,81.54855,26.2649
a04273c2-f168-40d6-8d04-d6743b0dda33,75.92694,14.46693
55b90e4f-4beb-431e-9c45-779458e1cbb1,84.63445,24.81757
04ce0224-5e0e-4698-9144-5f13d361176e,79.41727,12.25282
764da25f-e766-47d2-8feb-58dd5c4ace7b,86.59611,25.87498
e985840d-e9b7-4658-acfb-7af2fd17fd93,78.15794,12.1277
9fb75914-a3a4-4768-a483-8a088119526e,84.63445,24.81757
11c77975-1f4d-42db-b361-d33ea987021d,75.16878,30.81383
c468aadc-b815-47da-bcf7-d661aacd207b,88.18466,22.19303
f4a4a147-a16f-43a5-8b3f-e3e814cef1cd,88.18466,22.19303
7d2f2d93-6fc0-4ce2-b04d-6cd084428c3e,84.63445,24.81757
d3f889e5-75d7-4525-aca5-1b65b20dac24,88.58,23.18
de8879a4-32f1-44b4-a029-0c2fb85c28b8,86.68363,23.49668
965c2166-8a4b-44b5-a2ee-6d5332721122,74.3092,33.37526
fcb88e01-b033-4bae-8195-1bfef2851687,86.51499,23.1959
13baaeaf-34c2-4a3a-94e3-a2e11712d91d,77.54372,10.12268
a5f20adf-ca2b-4e8b-8b94-5597cbb0afb3,74.85849,31.28092
7b21ae1b-24bf-4cc5-b5b0-07c548eaed62,76.12647,32.55531
e4336844-c6d5-4cbd-9e3e-21ff8528bdde,91.61356,26.44931
c857b1fb-7a99-4824-8252-4af08f2181e5,86.68363,23.49668
35b2153d-fc67-4bbb-a4fb-516877ac4baf,73.08333,19.21667
7b279402-6ac5-4917-b75f-940f60396445,78.40102,27.9247
7b279402-6ac5-4917-b75f-940f60396445,86.68363,23.49668
7b279402-6ac5-4917-b75f-940f60396445,73.66633,25.92493
2bab2891-68d6-40f7-85ec-e12a2d5df67a,79.41727,12.25282
f07c4a33-6b1b-4f4f-80ab-3ffb206c9a19,76.56719,24.41288
e3c01d51-36a7-4390-b5a9-526aa827f91b,86.68363,23.49668
1ee6fca4-a6e1-4ecf-959f-a246e76eda49,73.66633,25.92493
027e6b84-6428-4522-aca4-3b1e26d8088f,88.28637,23.07492
b64d481c-5e40-4ffe-aa8d-3f2274647eb2,76.32756,9.57046
73059f53-a818-48a1-b6fa-62cca9fb828f,84.13864,22.88783
7edf47f0-6c73-431b-9ac9-8108b790cd5b,91.00632,26.32293
dd8b11a3-3720-4d63-af2b-c2e728bce06c,77.656,28.71271
119d5805-cf41-4232-9559-b0a5ec279d96,72.85107,19.30157
96c43eb7-81ab-454d-8977-5ddddf41a177,78.25795,9.82564
d114cc6b-fe0d-4326-a15c-e29a678ca826,78.14797,15.45144
8c2ddc44-3056-4d7a-9879-616ad3e83d2a,86.59509,26.11527
c7f833cf-1796-4a1e-b2f0-3cd5fe68846f,74.4818,30.21121
54111947-4e64-4e38-9e79-103ff485639b,86.59509,26.11527
e417a3a6-3103-481d-9e0e-446036d40271,77.54372,10.12268
41ddbf6d-bd5c-4388-9fd3-40c796e6a47b,83.97573,21.46527
f97671d7-c1b6-4ab6-a4ff-07ac971f3f66,76.56719,24.41288
693e6dc9-60b7-4393-94c3-287293a3aa37,85.83334,20.88197
0e2fde69-f4c6-4f69-8834-fbbfbac6578f,81.54855,26.2649
8709d248-e2c4-4c7d-8401-ff0f213654d4,77.24779,10.58806
3a518465-aae1-485a-a904-ca1adce2d239,73.06784,25.13915
c7050153-4bc5-4132-bd57-c5df0009a744,85.83636,25.66795
f489a406-3f6d-44bf-8a9c-05c07e93d7cb,86.51499,23.1959
d569e6fa-13c7-4fd8-8057-6a49d855d703,91.00632,26.32293
d569e6fa-13c7-4fd8-8057-6a49d855d703,77.5609,11.00599
cddb8934-634d-4332-9842-e03174611a5e,78.55757,17.34769
cee284ac-5296-402b-829e-4f720f126d0b,75.16878,30.81383
cee284ac-5296-402b-829e-4f720f126d0b,71.57737,21.53889
9fa88814-cb86-43ac-8e61-3300566b7256,72.68533,22.75218
021d063a-0fc3-4b6c-8648-a4bef7ddf356,84.13864,22.88783
d5d31d20-0986-4054-beb0-c83e034373b0,88.1453,22.4711
3799c140-052b-48a0-8d48-494e455834cf,86.59509,26.11527
ba416f3b-1244-4731-854f-23b96f69658b,73.06784,25.13915
417a0605-1d19-4c72-aea1-1b9992fe36fb,73.85535,18.51957
56675a17-ab7d-4b01-bd3b-f188d0406afc,85.94001,25.49043
0ff25d5c-d994-4d49-9301-fc489a620196,84.63445,24.81757
51f14282-247e-4e98-a99c-7e52214179bd,78.25795,9.82564
e09e9784-6034-4243-9d88-b183cc544b6c,77.9129,25.6439
ee61c1d4-74a7-4d3a-920a-8cc4360245ac,85.94001,25.49043
ffc0f383-8133-4479-b2be-aa76d78b75f6,74.4818,30.21121
65279ce8-2345-47a9-ae0f-b03f8c18a91e,78.55757,17.34769
e5099879-fff0-4039-9319-03c8002b9209,85.83636,25.66795
f3e99bea-0f30-40bc-b1bb-6f7993577497,73.08333,19.21667
8177c415-3e05-4643-948d-c94e67cc8bbd,78.95693,29.21399
81c3bc8d-52ff-4be0-a7e9-0d8b34091cae,73.7553,15.5439
128d6212-a7dd-407e-8f49-535c7ad57d35,86.51499,23.1959
8f7d96b9-9608-4085-91fa-59c311489e85,75.37991,25.75728
ae6e41d6-4169-4ee2-9c0d-1dea34ffcecf,77.70636,28.98002
6c5f3a0b-787d-437f-9684-651d575a4251,72.68533,22.75218
a074d188-741a-4d94-9fb8-22f0a9af5aea,88.58,23.18
194ccf72-aeb1-4a40-8c37-565332b03fc7,77.5609,11.00599
7988410f-10ca-44e9-a567-ea2040a22735,85.83334,20.88197
2eb8c9c1-ed4b-4889-bbfa-1bdffbf4b10d,73.85535,18.51957
581d20b5-eaf8-427d-b456-2ff493cf55f4,77.54372,10.12268
21942829-e8d7-42c3-a9e7-42adb9b3f1c5,76.35484,10.10649
42e9811c-a7ae-46f7-8f1c-cbb95b0f847a,75.16878,30.81383
4f51c26d-a1f2-4dca-b04a-f2f20aac4813,74.80555,34.08565
7bb9ff7d-fb37-4575-adfc-10025b569766,88.18466,22.19303
7bb9ff7d-fb37-4575-adfc-10025b569766,71.30633,21.34222
7bb9ff7d-fb37-4575-adfc-10025b569766,86.59611,25.87498
7bb9ff7d-fb37-4575-adfc-10025b569766,76.56719,24.41288
7bb9ff7d-fb37-4575-adfc-10025b569766,84.13864,22.88783
7bb9ff7d-fb37-4575-adfc-10025b569766,78.27539,12.95629
7bb9ff7d-fb37-4575-adfc-10025b569766,76.56719,24.41288
7bb9ff7d-fb37-4575-adfc-10025b569766,77.24779,10.58806
7bb9ff7d-fb37-4575-adfc-10025b569766,74.4818,30.21121
7bb9ff7d-fb37-4575-adfc-10025b569766,84.63445,24.81757
662d6cab-98b5-44f9-9911-e3f30f30a2f3,85.83636,25.66795
ce8f9c4c-2fdc-4cad-a403-c4d969ee7419,76.56719,24.41288
07bff714-5c58-4a10-8814-b5acfc27a949,78.23456,28.92694
bf6e0479-ced0-499c-a256-4a5ca78e0801,85.83334,20.88197
acbf7d82-dde6-4912-9b20-76ff13406c3c,77.5609,11.00599
b5d04b2f-3e96-43d7-ad19-59f4703ed6fc,78.55757,17.34769
308825dc-cdc0-44ac-a821-3efe21e6d67b,78.40102,27.9247
302a81de-82c3-461a-a56a-9affffcb7ed3,84.63445,24.81757
c545909a-24ec-478d-996f-2ce54d265be3,79.5286,29.22254
600a6d12-727c-49bd-9901-1f6dab3a5436,85.83636,25.66795
c5359e8d-8602-4c8c-9c1d-1d77573335a5,71.21169,21.59983
6111cb46-59e2-450a-8265-c136b90cc021,91.61356,26.44931
eeddb337-9d59-4898-83da-35921c88bde1,85.83334,20.88197
cf20138f-e6c0-403e-9923-d267b66a5b85,77.5609,11.00599
9490c058-94f5-4c9a-8c12-12454df283cf,77.70636,28.98002
74dc8fbd-2015-494f-8219-658ea48cb09c,85.94001,25.49043
19530432-2283-48eb-a756-d7db49fca112,75.11937,20.88098
2b8b6ded-eea1-4fb6-8759-630832b165ac,75.35927,12.04161
fffe5b57-24ae-427c-95e8-4e05f38ee633,76.32756,9.57046
48ba2bbd-3066-49b1-af67-3cceff943372,85.37752,22.10194
17ba7dc0-4dcf-4229-9517-2758dbf4bc9d,75.37991,25.75728
b0872d63-ec0d-4f88-b708-4651e962d605,71.21169,21.59983
fe525e1a-9c91-4ed0-8768-8145e00fdbdd,88.18466,22.19303
3cbf6fd9-6e85-4a4f-b403-400014c4cc27,77.9129,25.6439
b1052faa-7651-4519-990e-694ffd8bfaf7,78.25795,9.82564
4d68aa6f-5f55-4fce-aef1-3d4b14d37b27,77.23826,11.50526
c75e7b6d-3920-447b-8b95-084f74da4653,77.40858,24.05979
00688e9d-18d1-4547-8602-191bb3554c64,76.35484,10.10649
1da2e740-a773-41b8-b312-77796be67f59,85.83334,20.88197
cdd221cd-af15-4414-af6b-769b599a8ae1,84.13864,22.88783
6d051708-8a28-4bb2-b37a-e1205ee38b7e,88.18466,22.19303
a3ca6189-1147-4f44-bfba-bd9fdeb6a466,88.28637,23.07492
f2740d8f-0235-45aa-80c3-f8a197ead9f7,76.35484,10.10649
7c4c42cd-ffbc-456c-9c9d-95f1afbfc069,76.11996,11.12018
ac00b1d2-c66b-43ef-92f8-d50feac22049,84.63445,24.81757
e00d84b0-51dc-4eb0-8a81-996d4f81dea8,76.0586,16.06213
f3de3434-bd1d-425e-906c-5ae70aeff886,78.27539,12.95629
30d17f76-7f12-4718-aea4-755f443612b0,78.27539,12.95629
48f99e6f-fa71-45dd-8445-4342ccfdc655,75.37991,25.75728
505e5793-55f4-4ef8-8f46-e34fde80b058,71.21169,21.59983
505e5793-55f4-4ef8-8f46-e34fde80b058,78.25795,9.82564
abc8994e-ede1-4f4e-8fb7-bca39e3060e5,77.54372,10.12268
abc8994e-ede1-4f4e-8fb7-bca39e3060e5,71.21169,21.59983
abc8994e-ede1-4f4e-8fb7-bca39e3060e5,71.30633,21.34222
48f99e6f-fa71-45dd-8445-4342ccfdc655,81.54855,26.2649
0a126297-7197-4374-8902-8539b9edbd0a,85.94001,25.49043
ffb14898-0646-42c1-a22e-28b23a22f6c3,76.0586,16.06213
b0b513df-a1d3-402e-82df-9dbebafa3a79,82.85749,17.54907
397f63b0-bee7-4fab-af51-b11a48c85cda,86.59611,25.87498
0cc94991-fb61-4980-a93b-226d64758feb,86.79271,25.92127
eb11c6ac-92cb-4802-a689-b9107bd69bd2,78.55757,17.34769
c217fa3b-700d-4574-b542-2491c3bc9b78,86.51499,23.1959
c217fa3b-700d-4574-b542-2491c3bc9b78,77.5609,11.00599
c217fa3b-700d-4574-b542-2491c3bc9b78,84.63445,24.81757
c217fa3b-700d-4574-b542-2491c3bc9b78,73.7553,15.5439
c217fa3b-700d-4574-b542-2491c3bc9b78,81.54855,26.2649
c217fa3b-700d-4574-b542-2491c3bc9b78,76.0586,16.06213
47f8414b-4d2d-4ca2-8b9c-46fb7406650d,85.37752,22.10194
1066845a-ffdd-4c0b-859f-8c68dd1c89d0,73.7553,15.5439
8008a581-cc11-4c23-bb79-ab040733a061,73.06784,25.13915
5fe7865c-6ad0-4996-8540-889ae50929c5,76.32756,9.57046
242e9254-b705-4aef-a566-4ac36ff0f66b,72.93924,18.87813
242e9254-b705-4aef-a566-4ac36ff0f66b,75.92694,14.46693
433b5155-3a09-45f4-a50d-acd6c5224927,77.5609,11.00599
433b5155-3a09-45f4-a50d-acd6c5224927,83.36889,26.76628
433b5155-3a09-45f4-a50d-acd6c5224927,85.94001,25.49043
433b5155-3a09-45f4-a50d-acd6c5224927,74.3092,33.37526
433b5155-3a09-45f4-a50d-acd6c5224927,74.80555,34.08565
4f39291b-ad9c-4a7a-9dd2-3590e7e28fff,74.85849,31.28092
08fd88b2-9b34-4d37-843b-b8bfdb4c598b,79.82979,11.93381
202a95b9-62ef-4858-aefa-e4d543764342,75.37991,25.75728
202a95b9-62ef-4858-aefa-e4d543764342,72.85107,19.30157
59dde366-4eec-46ff-87a7-ed16407c443b,88.58,23.18
202a95b9-62ef-4858-aefa-e4d543764342,88.1453,22.4711
61a8f048-ef0c-4ba8-a2dc-31cab2525b16,72.93924,18.87813
a314e887-5be1-42d3-8fbf-baca0ac09767,86.68363,23.49668
b426bb64-bdb4-4ac4-b91a-5f1fe57775fb,75.35927,12.04161
097cc9f4-a295-4e33-99df-c9ca1734a140,72.68533,22.75218
94e25a69-44f5-4ceb-a186-f10f8ed87551,77.23826,11.50526
0733add1-7060-4187-9bab-942df186bf08,88.18466,22.19303
e1cb562d-11e8-4217-8b60-a049a0818b10,85.83334,20.88197
bcfd7fab-1814-4055-824f-fb3395a9fb15,78.95693,29.21399
7d626b33-b701-4b61-ba43-2c4aa54f8545,78.27539,12.95629
0733add1-7060-4187-9bab-942df186bf08,79.41727,12.25282
7d626b33-b701-4b61-ba43-2c4aa54f8545,84.13864,22.88783
b7b314de-f37b-4986-851c-ca8615b4be24,77.24779,10.58806
e205384f-f9de-42e0-baf7-8ebf88810fd6,77.70636,28.98002
7d626b33-b701-4b61-ba43-2c4aa54f8545,78.27539,12.95629
5043c58e-6155-49f0-b78a-830fa139439a,91.00632,26.32293
10005007-9d88-4071-b7d6-1a936344eb55,74.80555,34.08565
03d76440-6938-4fc2-94a6-03d3bfe6e493,72.85107,19.30157
2434b954-8e57-4098-b2d8-756935616adb,86.68363,23.49668
2434b954-8e57-4098-b2d8-756935616adb,78.23456,28.92694
3086d90c-c1fc-4199-8bc8-cbb84821557e,78.55757,17.34769
d49471f2-0eea-4993-99c5-2cea7df41362,76.03889,18.18158
d49471f2-0eea-4993-99c5-2cea7df41362,76.12647,32.55531
7d626b33-b701-4b61-ba43-2c4aa54f8545,79.5286,29.22254
5171f613-db5e-4965-a8b8-265a98b1319a,74.83554,14.62072
f25260f5-d9a6-439f-8990-27d59c1aa4e9,78.23456,28.92694
620a276b-c4f1-4aad-9f19-0a02125cff64,84.63445,24.81757
bd150d56-d098-489a-b31a-d7e59db8c0b1,71.57737,21.53889
476d5b42-7f81-46cc-aa1f-246b16e107d6,74.4818,30.21121
febb7c61-fd14-4b62-93db-162757311f6e,78.23456,28.92694
8c2aead1-6817-435c-ab31-7710a71b8783,82.85749,17.54907
a8032455-2e97-4428-bd13-706cd4f3a49f,77.24779,10.58806
42b3f726-7716-46d3-960c-2801344dbf52,79.5286,29.22254
1bb77e6f-3cd0-4f02-8d61-c735bc6b6d4b,86.79271,25.92127
e4c5d7a0-8b78-43cd-8619-6b03ab64544f,75.11937,20.88098
86023134-14b9-47d2-8e7d-a66b452352ab,86.59509,26.11527
f603b28a-14e4-4941-90a4-be5dc5ad07c8,84.63445,24.81757
aa0989db-857e-4114-89c7-ff35a959a191,78.14797,15.45144
485b7753-a22c-4f31-b297-11d969507f2a,75.35927,12.04161
48ff5300-1ae0-4f22-9f39-e2f320f7d0b6,79.5286,29.22254
91759d4f-98ce-4447-bdb8-438f559ebfb6,78.14797,15.45144
91759d4f-98ce-4447-bdb8-438f559ebfb6,77.23826,11.50526
91759d4f-98ce-4447-bdb8-438f559ebfb6,88.18466,22.19303
91759d4f-98ce-4447-bdb8-438f559ebfb6,86.51499,23.1959
65494b7b-f108-4908-9c0c-994cee9f60c8,76.12647,32.55531
65494b7b-f108-4908-9c0c-994cee9f60c8,91.00632,26.32293
65494b7b-f108-4908-9c0c-994cee9f60c8,79.82979,11.93381
65494b7b-f108-4908-9c0c-994cee9f60c8,76.35484,10.10649
91759d4f-98ce-4447-bdb8-438f559ebfb6,73.06784,25.13915
2c51d982-bbdb-46bb-82fa-5b4f93badd04,75.16878,30.81383
a7abf0f3-d5d9-48fe-9833-0642d3aef3ae,85.83334,20.88197
73318697-c117-4c50-9cca-298327df6247,91.00632,26.32293
3f06258b-5554-4a4c-8568-b2d89217b30e,78.55757,17.34769
28d724a6-7a5d-4dd3-afeb-234bbd177374,78.27539,12.95629
7ca270f4-b8f1-4f86-ab60-ee3f850a53e8,85.37752,22.10194
7ca270f4-b8f1-4f86-ab60-ee3f850a53e8,73.08333,19.21667
3322f52e-8cfb-41ec-8fcb-6f148becb46c,88.28637,23.07492
11bde376-87c2-495a-96c4-201598b5b384,75.96976,15.73628
89822476-b51b-4e29-8c19-4323fe5095c3,85.83636,25.66795
1b1d5640-a445-462d-8901-3bb34a117d5e,83.36889,26.76628
44678ad9-f6b3-453f-b8a0-f98168458919,73.66633,25.92493
097f63fb-da2a-443b-b287-d45539fcaaa8,75.16878,30.81383
bc9f4993-cacf-4671-b258-a643cc60c4c8,76.11996,11.12018
c00a0b9f-9f7c-4295-9827-2f6936966aa5,77.70636,28.98002
c78ecfb9-16ac-4a16-96c2-2f8b36bc22be,77.656,28.71271
93122e9f-21ad-4c6b-9285-e4729d7b3911,81.54855,26.2649
bfd4d0cf-7c65-48a0-a1b6-8e0980a8f817,88.28637,23.07492
93122e9f-21ad-4c6b-9285-e4729d7b3911,86.59509,26.11527
