CorrelationId,TimeGenerated,OperationName,ResultType,Status,IPAddress,UserId,UserAgent
938cd74a-e601-4c46-98cd-1dc167de162b,2021-04-12 13:11:30.596000+00:00,Sign-in activity,0,"{""errorCode"":0}",44.30.140.171,24b31023-462a-4f9d-af3d-504c928e7d55,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:78.0) Gecko/20100101 Firefox/78.0
7011f650-7995-43cf-b0ea-7fd0bba407e7,2021-04-13 08:40:29.454000+00:00,Sign-in activity,0,"{""errorCode"":0}",59.70.131.43,21c6e1ea-bf16-41cc-bb57-814ff6f811f8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
8570b5ed-c9a8-4393-8059-8969cd1bf601,2021-04-13 08:50:36.471000+00:00,Sign-in activity,0,"{""errorCode"":0}",212.254.134.126,ac177e6b-bd22-441d-a5fc-e9c29084f2ff,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
8570b5ed-c9a8-4393-8059-8969cd1bf601,2021-04-13 08:50:26.945000+00:00,Sign-in activity,50126,"{""errorCode"":50126,""failureReason"":""Invalid username or password or Invalid on-premise username or password.""}",237.138.41.142,9118e0e0-bf1e-47a1-921f-22992e77cac3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36"
f7d620b8-7540-4b9f-8f2a-8acb33bb23f3,2021-02-15 08:56:17.830000+00:00,Sign-in activity,0,"{""errorCode"":0}",20.240.60.176,f12df610-0483-4f1f-9261-4e045b1c92d7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36 Edg/88.0.705.68"
eb6e6ba8-bdc6-4f96-9540-fbaf89db4e26,2021-02-16 05:09:20.020000+00:00,Sign-in activity,0,"{""errorCode"":0}",208.144.236.95,7cd0974d-36a4-45be-8e9a-634a5ecc73bc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36"
95894caa-b5c6-4838-9713-ec77e1fab1e8,2021-02-16 01:15:49.205000+00:00,Sign-in activity,0,"{""errorCode"":0}",6.4.26.217,fee834a7-8717-4f69-9036-1bcb82ea4e58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.47 Safari/537.36 Edg/89.0.774.27"
ee19f900-45ae-47e4-b635-f9d647c2ea6f,2021-02-16 02:25:56.125000+00:00,Sign-in activity,0,"{""errorCode"":0}",148.10.37.209,28ea41e4-598e-47b9-8593-a2a4c476679c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.47 Safari/537.36 Edg/89.0.774.27"
f7011b28-740b-45e8-a950-9d88a5e14883,2021-02-16 02:19:33.709000+00:00,Sign-in activity,0,"{""errorCode"":0}",119.152.82.46,1cbb69a6-96e6-4693-9bfc-000e0c6fad7d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.47 Safari/537.36 Edg/89.0.774.27"
fbf91573-9c86-4838-8234-4a49addc5385,2021-02-16 05:09:40.097000+00:00,Sign-in activity,0,"{""errorCode"":0}",21.21.12.37,86215873-2956-42f3-b42d-05a9e70c90ca,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36"
592a5765-8b12-46fe-9578-0caf5ab8af5a,2021-02-16 06:07:41.644000+00:00,Sign-in activity,0,"{""errorCode"":0}",119.149.21.156,d4625841-865c-4df4-a0a7-f01969117c81,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36 Edg/88.0.705.68"
6a095ed2-8737-46e5-b3d2-0fd6d32baba3,2021-02-16 02:27:28.476000+00:00,Sign-in activity,0,"{""errorCode"":0}",42.204.48.178,9b72c522-1164-454b-b640-2fe3923a2765,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.47 Safari/537.36 Edg/89.0.774.27"
2350f7cb-4837-4312-bbfb-50003ac5779f,2021-02-16 06:08:14.074000+00:00,Sign-in activity,0,"{""errorCode"":0}",177.8.244.227,0660970e-4163-42d5-bc63-b4a5b3ff044c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36 Edg/88.0.705.68"
be3ae752-5989-4c25-8364-6c94ec3eec71,2021-02-16 08:20:35.963000+00:00,Sign-in activity,50126,"{""errorCode"":50126,""failureReason"":""Invalid username or password or Invalid on-premise username or password.""}",172.57.242.193,b8db4edd-baef-43e5-bb35-bb576b4eda0e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36 Edg/88.0.705.63"
41d457f7-a078-4120-95e3-0c092cc38a73,2021-02-16 06:00:58.132000+00:00,Sign-in activity,0,"{""errorCode"":0}",136.74.88.205,e5222ee8-ed38-4b91-8ef1-4411b5f57e76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36 Edg/88.0.705.68"
be3ae752-5989-4c25-8364-6c94ec3eec71,2021-02-16 08:20:40.404000+00:00,Sign-in activity,0,"{""errorCode"":0}",231.58.55.0,0e7d46ac-f975-460b-af43-8ce4b728fead,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36 Edg/88.0.705.63"
5fdc0efa-e7a4-4ad9-9798-77b5c41ed998,2021-02-16 06:28:44.479000+00:00,Sign-in activity,0,"{""errorCode"":0}",115.78.255.67,5ff29f16-562f-492f-814a-308e2137661d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36 Edg/88.0.705.63"
97675cef-36ff-4974-8075-2b9ac0a991a8,2020-12-20 04:02:34.616000+00:00,Sign-in activity,0,"{""errorCode"":0}",142.184.95.209,a0dda2f1-2bae-45fb-b7f1-209caa233280,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
04e453cb-1a39-4ada-bde9-2ecab49975fa,2020-12-20 12:03:01.271000+00:00,Sign-in activity,0,"{""errorCode"":0}",230.125.63.150,0dda5a0d-60f9-4b14-8cb7-d4f8d4015878,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:78.0) Gecko/20100101 Firefox/78.0
c765bc1c-b76b-47a8-a0a6-757c13220365,2020-12-20 12:04:49.812000+00:00,Sign-in activity,0,"{""errorCode"":0}",43.31.223.108,b8b03145-2fcc-439e-a0ae-8bb212476489,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:78.0) Gecko/20100101 Firefox/78.0
c314bcb5-d53b-43cc-a60c-e470ca32bbf4,2020-12-21 09:57:35.288000+00:00,Sign-in activity,0,"{""errorCode"":0}",138.134.232.225,d55ffd10-237b-41fa-9659-f40ede66bfb1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
62ebb839-e390-423c-b625-2683d01b659b,2020-12-21 09:59:02.114000+00:00,Sign-in activity,0,"{""errorCode"":0}",211.105.41.65,46d335a2-1c52-4593-baef-d9be843780d8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
fb1e22b5-4270-440b-9b30-3f6cbda6314c,2020-12-21 14:40:10.443000+00:00,Sign-in activity,0,"{""errorCode"":0}",212.71.152.164,1bc9502a-e27b-41b4-bebf-27413f5eca4a,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
813c255f-c208-47f9-9c21-9c39dff449e9,2020-12-21 14:59:31.432000+00:00,Sign-in activity,0,"{""errorCode"":0}",81.13.236.41,a6f7ca93-a753-4091-8fb5-2b1643d7bfd8,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:84.0) Gecko/20100101 Firefox/84.0
a74a0df7-2110-4b68-9ee0-8fb6e1318db8,2020-12-30 03:06:21.357000+00:00,Sign-in activity,50126,"{""errorCode"":50126,""failureReason"":""Invalid username or password or Invalid on-premise username or password.""}",102.176.221.104,12af7173-e39d-40e6-81da-5117a0e4c71f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
a74a0df7-2110-4b68-9ee0-8fb6e1318db8,2020-12-30 03:06:12.717000+00:00,Sign-in activity,50126,"{""errorCode"":50126,""failureReason"":""Invalid username or password or Invalid on-premise username or password.""}",50.89.168.154,c0a2120a-d019-4821-94a0-9efb27387c63,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
b842f8c0-3d11-4846-b48d-7d522e25ce85,2020-12-30 03:17:49.491000+00:00,Sign-in activity,0,"{""errorCode"":0}",44.48.60.126,162df6d3-0446-4b91-baa6-9b5cda4b9f7f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
4ba111c4-28b5-4c88-a83a-d0b44cd75514,2021-05-10 04:39:51.201000+00:00,Sign-in activity,16000,"{""errorCode"":16000,""failureReason"":""Other""}",11.101.57.221,e15cc1fe-ba2d-496a-9678-a10dd6b718fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.38 Safari/537.36 Edg/91.0.864.19"
4ba111c4-28b5-4c88-a83a-d0b44cd75514,2021-05-10 04:40:43.311000+00:00,Sign-in activity,0,"{""errorCode"":0}",91.53.141.79,f95cb671-8699-44da-8312-03389ef8bbce,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.38 Safari/537.36 Edg/91.0.864.19"
4ba111c4-28b5-4c88-a83a-d0b44cd75514,2021-05-10 03:24:11.433000+00:00,Sign-in activity,0,"{""errorCode"":0,""additionalDetails"":""MFA requirement satisfied by claim in the token""}",220.195.197.98,810f17a7-0e8d-445c-b0a8-bdd44d25c00b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.38 Safari/537.36 Edg/91.0.864.19"
4876e773-140e-4255-b29f-6edfdc8e8719,2021-05-10 20:59:12.417000+00:00,Sign-in activity,50126,"{""errorCode"":50126,""failureReason"":""Invalid username or password or Invalid on-premise username or password.""}",56.8.143.104,12fb235e-3e83-4a3b-87d5-dde431da748a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.27 Safari/537.36 Edg/91.0.864.15"
9786d1ec-ac0f-464a-998b-d9279e9a58e2,2021-05-11 02:11:24.635000+00:00,Sign-in activity,0,"{""errorCode"":0}",50.165.220.68,42d55d0c-dd91-4523-9c6d-c4bb94df55e0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
7209fe89-6c93-4e36-8449-32033047f4e5,2021-05-11 07:58:06.442000+00:00,Sign-in activity,0,"{""errorCode"":0}",161.53.11.237,a9577ae5-009a-401b-9b89-3e9dc3c5d97d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36"
8d5e3503-57ec-4a9b-adee-0853f94c6a9d,2021-05-11 02:12:23.020000+00:00,Sign-in activity,0,"{""errorCode"":0}",126.19.135.231,eef6e54d-53ff-4ffd-94ab-e14d245a9390,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
7374da7b-5450-47b5-8f24-594c2b1703be,2021-05-11 02:12:49.758000+00:00,Sign-in activity,0,"{""errorCode"":0}",217.4.167.48,22136c62-fd78-4aeb-b680-574171470df4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
17621ff0-5bb7-4d04-8c31-54ad30db9a31,2021-05-11 03:18:38.750000+00:00,Sign-in activity,0,"{""errorCode"":0}",202.239.252.98,d863a254-2ae2-4944-81cd-cd1dd002fb3c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
6ffc90e7-2867-40f9-8be7-5009bc06b484,2021-05-11 07:59:12.839000+00:00,Sign-in activity,0,"{""errorCode"":0}",42.86.244.88,e01cf839-2d93-4a22-915a-9baeb956ad31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36"
4876e773-140e-4255-b29f-6edfdc8e8719,2021-05-10 20:59:38.835000+00:00,Sign-in activity,0,"{""errorCode"":0}",74.179.81.168,9a97a356-4910-43d4-94fa-187f261e0317,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.27 Safari/537.36 Edg/91.0.864.15"
bdb48794-fd79-412a-87e9-1decf35050f7,2021-05-11 01:00:52.281000+00:00,Sign-in activity,0,"{""errorCode"":0}",170.75.2.82,16ec5db4-a002-4864-b32e-c069654b5d39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
7319212a-4f42-46c6-bcc1-7508273e7983,2021-05-11 03:18:18.427000+00:00,Sign-in activity,0,"{""errorCode"":0}",225.152.15.7,3073c3bb-0d20-434e-ad86-6994ef0dfaae,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
663e80fc-d8ed-4725-b92a-60b166a9ac3a,2021-05-11 03:21:08.668000+00:00,Sign-in activity,0,"{""errorCode"":0}",216.11.243.244,6d985954-ce8e-4063-aa84-43d868059073,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
2f39e760-bf72-4b38-aa7e-d08b6bf9ff91,2021-02-18 13:35:06.762000+00:00,Sign-in activity,0,"{""errorCode"":0}",142.139.206.185,bfe746d7-248d-4de1-8a1c-28bcc6bfd186,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Safari/537.36 Edg/88.0.705.74"
1e634b77-18e7-475a-9f61-506964c7cd76,2021-02-18 15:52:02.193000+00:00,Sign-in activity,50126,"{""errorCode"":50126,""failureReason"":""Invalid username or password or Invalid on-premise username or password.""}",178.55.74.80,90ba4193-5c55-49f4-a942-3f1a58c83dea,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Safari/537.36"
28ed8512-8b9c-4874-a4f5-2b49915fcbba,2021-02-18 17:27:10.624000+00:00,Sign-in activity,0,"{""errorCode"":0}",3.139.197.4,e82dbc55-09b1-429b-b709-03fde3920c1c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36"
63829b85-e888-4050-ae4e-67525430b06e,2021-02-18 20:58:09.009000+00:00,Sign-in activity,0,"{""errorCode"":0}",168.183.135.220,7d548375-738e-4b60-900a-b5964d6326fd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36"
1e634b77-18e7-475a-9f61-506964c7cd76,2021-02-18 15:52:11.893000+00:00,Sign-in activity,0,"{""errorCode"":0}",89.148.10.184,4f370494-b038-40f5-8aee-7db1b1d2e237,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Safari/537.36"
4002cc50-e3c9-41e5-8ae8-26b84c3460f1,2021-02-19 00:54:33.003000+00:00,Sign-in activity,0,"{""errorCode"":0}",187.100.102.67,b5c7a0a3-9ef7-4812-8cda-b36817025c3d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Safari/537.36 Edg/88.0.705.74"
15df720e-8d88-4fda-8057-5f16dc7c82bd,2021-02-19 07:25:45.938000+00:00,Sign-in activity,0,"{""errorCode"":0}",110.222.218.234,b2e4e81d-9918-48d7-baa8-38e5bda7cac2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36"
15df720e-8d88-4fda-8057-5f16dc7c82bd,2021-02-19 07:25:40.031000+00:00,Sign-in activity,50126,"{""errorCode"":50126,""failureReason"":""Invalid username or password or Invalid on-premise username or password.""}",37.183.152.59,1d96e477-6697-4da8-9d65-70647fe1cec6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36"
4002cc50-e3c9-41e5-8ae8-26b84c3460f1,2021-02-19 17:48:47.042000+00:00,Sign-in activity,0,"{""errorCode"":0}",102.0.47.223,5d0408f7-cef9-47d6-a66b-647cfcd3b5ee,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Safari/537.36 Edg/88.0.705.74"
00b851df-f35f-44eb-a32f-05bb66f5a4c2,2020-12-07 00:00:47.971000+00:00,Sign-in activity,0,"{""errorCode"":0}",74.252.149.4,6851ed47-22e4-45be-b4d9-2d5741c256c6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
b64aecc5-dbc6-48e4-b74b-9111d0d606c0,2020-12-07 00:01:04.035000+00:00,Sign-in activity,0,"{""errorCode"":0}",91.164.36.104,ffa0ca8c-53f8-430e-8794-0fe0b640d493,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
9fb73d85-1106-4046-86ef-7c0afcca09f4,2020-12-07 00:01:18.934000+00:00,Sign-in activity,0,"{""errorCode"":0}",219.172.10.105,208e79fe-72b1-4ea1-8ba8-5f1212b8c942,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
01bef0a7-1743-42b4-9ea1-8f68da168a8a,2020-12-07 00:01:34.155000+00:00,Sign-in activity,0,"{""errorCode"":0}",9.216.62.212,b124019b-1011-4ce3-a6e7-2e7e63ac4490,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
3460f08e-b5aa-4cf0-8d93-9d1ccbce77b0,2020-12-07 00:01:51.234000+00:00,Sign-in activity,0,"{""errorCode"":0}",135.45.10.85,aed2aa9e-cb6a-405d-b4fe-06726a655e62,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
6360c69b-52db-4db8-889c-f1d389206f55,2020-12-07 00:02:06.555000+00:00,Sign-in activity,0,"{""errorCode"":0}",102.204.199.211,6a5b9f38-1190-4d00-af45-b722e7999d3f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
eb82f616-dcae-461c-bed9-9f609c8d1713,2020-12-07 00:02:21.660000+00:00,Sign-in activity,0,"{""errorCode"":0}",76.43.170.176,af1d6d78-6647-4c05-87df-f966911344ce,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
86676c36-f2f9-4eb4-ac98-667cf5ddeeb6,2020-12-07 00:02:36.112000+00:00,Sign-in activity,0,"{""errorCode"":0}",155.183.246.71,7dde4ddd-14cc-43e2-9c86-7c1700f288a8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
22de16b6-1ce0-4a44-a6ab-fe86bd4edc69,2020-12-07 00:02:52.758000+00:00,Sign-in activity,0,"{""errorCode"":0}",95.161.86.195,852b3dea-1f85-4377-a3fe-6d94e7934fe0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
2fba4c06-ccd0-4304-b325-2a1f8612e38f,2020-12-07 00:03:08.275000+00:00,Sign-in activity,0,"{""errorCode"":0}",46.64.154.255,f9843e00-1891-4713-948a-70fb27f99c96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
ddb2a0be-b73b-4abd-8c87-1f05e7323630,2020-12-07 00:04:14.419000+00:00,Sign-in activity,0,"{""errorCode"":0}",197.236.135.28,3e757caf-a9b5-45dc-be49-4fdae23f2c1c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
ddb2a0be-b73b-4abd-8c87-1f05e7323630,2020-12-07 00:04:35.130000+00:00,Sign-in activity,0,"{""errorCode"":0}",138.157.141.2,0e93ddcf-9db0-48ed-83e7-9714a011ee9e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
ddb2a0be-b73b-4abd-8c87-1f05e7323630,2020-12-07 00:05:44.774000+00:00,Sign-in activity,0,"{""errorCode"":0}",158.193.72.5,d00d6e21-526d-4084-bab3-8b4d7e6366e7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
24bc883e-d984-4b2c-bd76-f03f9a463360,2020-12-07 00:05:55.193000+00:00,Sign-in activity,0,"{""errorCode"":0}",193.29.248.108,22000ec2-6250-4013-9741-43efeeed9686,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
ca2c750f-657a-441d-bb46-f01ab7fb1228,2020-12-07 00:06:05.078000+00:00,Sign-in activity,0,"{""errorCode"":0}",137.163.142.6,a66dbc51-8ffe-4052-aef5-92e72e5b9c44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
